,URL_ID_x,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,URL_ID_y,Avg_Sentence_Length,Percentage_Complex_Words,Fog_Index,Avg_Words_Per_Sentence,Complex_Word_Count,Word_Count,Syllable_Count_Per_Word,Personal_Pronoun_Count,Avg_Word_Length
25,13977,42,29,0.1830985889704424,0.0492713393134827,13977.0,17.36144578313253,0.6981263011797363,7.223828833724908,17.36144578313253,1006,770,1.340735600277585,6,4.460791117279667
26,14438,72,24,0.4999999947916667,0.0517520215354436,14438.8,28.984375,0.7191374663072776,11.881404986522911,28.984375,1334,870,1.3983827493261456,33,4.577358490566038
27,15362,28,0,0.9999999642857156,0.0484429064905832,15362.4,25.130434782608692,0.7041522491349481,10.33383481269746,25.130434782608692,407,314,1.5795847750865053,0,4.972318339100346
28,15824,104,39,0.454545451366815,0.0749083289288065,15824.2,190.9,0.7422734415924568,76.65690937663699,190.9,1417,912,1.400733368255631,15,4.59350445259298
29,16286,35,0,0.9999999714285724,0.0320219578847008,16286.0,19.517857142857142,0.7319304666056725,8.099915043785126,19.517857142857142,800,576,1.4473924977127173,0,4.709057639524246
30,16747,15,6,0.4285714081632663,0.0252403845850476,16747.8,20.29268292682927,0.6814903846153846,8.389669324577861,20.29268292682927,567,429,1.5757211538461535,0,4.950721153846154
31,17209,5,4,0.1111110987654334,0.0241935483220603,17209.6,28.615384615384617,0.771505376344086,11.75475599669148,28.615384615384617,287,201,1.5053763440860215,2,4.922043010752688
32,18133,35,68,-0.3203883464039966,0.0666666666235167,18133.2,27.589285714285715,0.7469255663430421,11.334484512251503,27.589285714285715,1154,788,1.402588996763754,2,4.708090614886731
33,18595,21,14,0.1999999942857144,0.0426829267772159,18595.0,27.33333333333333,0.7170731707317073,11.220162601626017,27.33333333333333,588,414,1.398780487804878,3,4.575609756097561
34,19056,73,37,0.3272727242975207,0.0501595987003376,19056.8,19.75675675675676,0.6953944368445052,8.180860477440506,19.75675675675676,1525,1059,1.3310533515731875,9,4.4286365709074325
35,19518,52,3,0.8909090747107441,0.0705128204224194,19518.6,17.727272727272727,0.7038461538461539,7.372447552447553,17.727272727272727,549,407,1.3897435897435897,4,4.607692307692307
36,19980,8,1,0.7777776913580343,0.020833333285108,19980.4,25.41176470588235,0.7615740740740741,10.469335511982573,25.41176470588235,329,238,1.375,0,4.592592592592593
37,20442,36,9,0.599999986666667,0.0346420323058952,20442.2,26.51020408163265,0.7336412625096228,10.89753813765691,26.51020408163265,953,692,1.3502694380292533,4,4.424942263279446
38,20904,28,8,0.5555555401234572,0.0507042252806982,20904.0,29.58333333333333,0.7183098591549296,12.120657276995304,29.58333333333333,510,384,1.56056338028169,1,4.946478873239436
39,21365,20,9,0.3793103317479195,0.0638766518416813,21365.8,16.214285714285715,0.7268722466960352,6.776463184392701,16.214285714285715,330,219,1.394273127753304,0,4.6629955947136565
40,21827,6,0,0.9999998333333612,0.0312499998372395,21827.6,17.454545454545453,0.6770833333333334,7.252651515151514,17.454545454545453,130,109,1.5677083333333333,1,4.973958333333333
41,22289,26,37,-0.1746031718316956,0.0656249999316406,22289.4,17.142857142857142,0.6760416666666667,7.127559523809524,17.142857142857142,649,443,1.2552083333333333,13,4.169791666666667
42,22751,11,2,0.6923076390532585,0.0610328635632259,22751.2,21.3,0.7230046948356808,8.809201877934273,21.3,154,114,1.3474178403755868,1,4.436619718309859
43,23213,54,19,0.4794520482266843,0.0549285176411373,23213.0,22.15,0.7291196388261851,9.151647855530474,22.15,969,706,1.5936794582392777,0,5.10158013544018
44,23674,14,18,-0.1249999960937501,0.0526315788608033,23674.8,28.952380952380956,0.743421052631579,11.878320802005014,28.952380952380956,452,316,1.3486842105263157,9,4.636513157894737
45,24136,24,37,-0.2131147506046762,0.0522260273525462,24136.6,22.46153846153846,0.7243150684931506,9.274341412012644,22.46153846153846,846,594,1.4066780821917808,5,4.546232876712328
46,24598,32,49,-0.2098765406188081,0.0406830738118116,24598.4,26.546666666666667,0.6916122551481667,10.895311568725932,26.546666666666667,1377,1007,1.4434957307885483,16,4.792566549472626
47,25060,58,22,0.4499999943750001,0.0416233090314134,25060.2,27.457142857142856,0.7372528616024974,11.27775828749814,27.457142857142856,1417,929,1.3043704474505724,18,4.432882414151925
48,25522,48,25,0.3150684888346782,0.0432208407085726,25522.0,20.349397590361445,0.7004144464179988,8.419924814711777,20.349397590361445,1183,825,1.2717584369449375,16,4.3439905269390175
49,25983,28,7,0.5999999828571434,0.0346878096782083,25983.8,16.015873015873016,0.6977205153617443,6.685437412493904,16.015873015873016,704,436,1.2497522299306243,0,4.168483647175421
50,26445,53,7,0.7666666538888891,0.0367197062198777,26445.6,24.75757575757576,0.6701346389228886,10.17108415859946,24.75757575757576,1095,711,1.1774785801713583,4,4.100979192166463
51,26907,37,6,0.7209302157923206,0.0796296294821673,26907.4,33.75,0.6703703703703704,13.76814814814815,33.75,362,254,1.3037037037037038,8,4.29074074074074
52,27369,48,16,0.4999999921875001,0.0353006067097073,27369.2,25.9,0.7015995587424159,10.640639823496969,25.9,1272,941,1.4335355763927191,7,4.674020959735246
53,27831,34,74,-0.3703703669410151,0.0919931856115901,27831.0,15.246753246753247,0.6780238500851788,6.369910838735371,15.246753246753247,796,551,1.2700170357751277,11,4.20442930153322
54,28292,68,23,0.4945054890713682,0.0699461951806716,28292.8,16.67948717948718,0.6979246733282091,6.950964741126156,16.67948717948718,908,613,1.175249807840123,5,4.095311299000769
55,28754,28,47,-0.2533333299555556,0.0565610859301952,28754.6,28.82608695652174,0.7745098039215687,11.840238704177324,28.82608695652174,1027,702,1.3446455505279036,0,4.604072398190045
56,29216,38,26,0.1874999970703125,0.0383004188879111,29216.4,20.390243902439025,0.6876122082585279,8.431142444279022,20.37804878048781,1149,846,1.424296828246559,6,4.643327348892878
57,29678,35,82,-0.401709398275988,0.0951219511421772,29678.2,15.375,0.6829268292682927,6.423170731707318,15.375,840,579,1.283739837398374,13,4.248780487804878
58,30140,55,34,0.2359550535285949,0.0510028653002848,30140.0,32.31481481481482,0.7203438395415472,13.214063461742548,32.31481481481482,1257,847,1.3489971346704872,5,4.472779369627507
59,30601,25,13,0.3157894653739614,0.0444444443924626,30601.8,37.17391304347826,0.7415204678362574,15.166173404525807,37.17391304347826,634,436,1.4432748538011697,1,4.792982456140351
60,31063,39,25,0.2187499965820313,0.0478325859134285,31063.6,36.16216216216216,0.7376681614349776,14.759932129438855,36.16216216216216,987,695,1.498505231689088,1,4.940209267563528
61,31525,41,51,-0.1086956509924385,0.0474961280085203,31525.4,26.534246575342465,0.729478575116159,10.90549006018345,26.534246575342465,1413,946,1.385647909137842,5,4.640165203923593
62,31987,38,11,0.5510203969179511,0.0122745490951216,31987.2,20.367346938775512,0.7059118236472945,8.429303504969123,20.367346938775512,2818,2049,1.2362224448897796,0,4.363977955911824
63,32449,41,54,-0.1368421038227147,0.0484199795879612,32449.0,23.357142857142858,0.7161060142711518,9.629299548565603,23.357142857142858,1405,979,1.4067278287461773,10,4.636085626911315
64,32910,29,69,-0.4081632611411912,0.0575455078933966,32910.8,28.383333333333333,0.7381092190252495,11.648577020943437,28.383333333333333,1257,948,1.5713446858485027,1,5.010569583088667
65,34296,49,34,0.1807228893888808,0.0405471421394493,34296.2,16.917355371900825,0.747923790913532,7.066111665125743,16.917355371900825,1531,1000,1.2926233512457257,5,4.521250610649731
66,34758,61,16,0.5844155768257717,0.0377450980207131,34758.0,21.473684210526315,0.707843137254902,8.872610939112487,21.473684210526315,1444,1035,1.347058823529412,5,4.527450980392157
67,35219,38,34,0.0555555547839506,0.0595533498266721,35219.8,25.72340425531915,0.727874276261373,10.58051141263221,25.72340425531915,880,631,1.380479735318445,3,4.586435070306038
68,35681,18,44,-0.4193548319458898,0.0309690309535619,35681.6,32.29032258064516,0.7282717282717283,13.207437723566755,32.29032258064516,1458,1015,1.4295704295704297,1,4.857142857142857
69,36143,20,42,-0.3548387039542144,0.056159420238986,36143.4,21.23076923076923,0.717391304347826,8.779264214046822,21.23076923076923,792,546,1.3514492753623188,4,4.5769927536231885
70,36605,42,48,-0.0666666659259259,0.0659824046437079,36605.2,18.43243243243243,0.719208211143695,7.660656257430451,18.43243243243243,981,677,1.3343108504398826,27,4.421554252199414
71,37067,31,28,0.0508474567652973,0.0497051389640226,37067.0,31.23684210526316,0.7590564448188711,12.798359420032812,31.23684210526316,901,618,1.454928390901432,12,4.724515585509688
72,37990,6,3,0.3333332962963004,0.040723981716181,37990.6,20.09090909090909,0.6968325791855203,8.315096668037844,20.09090909090909,154,105,1.2307692307692308,2,4.180995475113122
73,38452,30,47,-0.2207792179119582,0.0614525139174361,38452.4,20.540983606557376,0.7007182761372706,8.49668075307786,20.540983606557376,878,636,1.3168395849960095,11,4.3830806065442935
74,38914,13,25,-0.3157894653739614,0.0510067113409305,38914.2,20.694444444444443,0.6939597315436241,8.555361670395227,20.694444444444443,517,374,1.3543624161073826,4,4.495302013422819
75,39376,30,57,-0.310344824019025,0.0707892595030193,39376.0,24.58,0.7396257119609438,10.127850284784378,24.58,909,657,1.485760781122864,2,4.9438567941415785
76,39837,32,35,-0.0447761187346847,0.0548281505279638,39837.8,31.33333333333333,0.7119476268412439,12.81811238406983,31.33333333333333,870,539,1.2765957446808511,5,4.327332242225859
77,40299,7,3,0.399999960000004,0.022271714872446,40299.6,37.41666666666666,0.734966592427617,15.260653303637714,37.41666666666666,330,248,1.5211581291759466,0,5.118040089086859
78,41685,34,26,0.1333333311111111,0.0735294116745963,41685.0,26.32258064516129,0.696078431372549,10.807463630613537,26.32258064516129,568,369,1.1458333333333333,37,3.92156862745098
79,42146,9,38,-0.6170212634676328,0.0392320533896226,42146.8,24.95833333333333,0.7579298831385642,10.28650528658876,24.95833333333333,908,622,1.384808013355593,0,4.716193656093489
80,42608,22,33,-0.1999999963636364,0.0471698112803003,42608.6,22.423076923076923,0.7632933104631218,9.27454809341602,22.423076923076923,890,589,1.460548885077187,0,4.829331046312179
81,43532,28,36,-0.124999998046875,0.0441379310040428,43532.2,26.363636363636363,0.713103448275862,10.83069592476489,26.363636363636363,1034,753,1.3724137931034484,7,4.543448275862069
82,43994,52,48,0.0399999996,0.0573394495084062,43994.0,24.914285714285715,0.7196100917431193,10.253558322411536,24.914285714285715,1255,858,1.342316513761468,2,4.486238532110092
83,44455,29,46,-0.2266666636444445,0.0370004933216573,44455.8,27.026666666666667,0.7311297483966452,11.103118566025325,27.026666666666667,1482,1078,1.3961519486926492,2,4.667488899851998
84,44917,29,25,0.0740740727023319,0.0581896551097094,44917.6,77.33333333333333,0.7413793103448276,31.229885057471265,77.33333333333333,688,455,1.1907327586206895,42,4.15625
85,45379,50,80,-0.2307692289940828,0.060073937125659,45379.4,30.914285714285715,0.7296672828096118,12.65758119883813,30.914285714285715,1579,1090,1.4085027726432533,7,4.790203327171904
86,45841,47,55,-0.0784313717800846,0.0708825572822219,45841.2,17.9875,0.6949270326615705,7.472970813064629,17.9875,1000,679,1.2036136205698402,7,4.158443363446838
87,46303,8,14,-0.272727260330579,0.0559796436234614,46303.0,24.5625,0.7251908396946565,10.115076335877864,24.5625,285,202,1.486005089058524,1,4.969465648854962
88,46764,51,92,-0.2867132847082987,0.0595833333085069,46764.8,26.96629213483146,0.75625,11.089016853932584,26.96629213483146,1815,1329,1.4066666666666667,6,4.789583333333334
89,47226,56,65,-0.0743801646745441,0.0695802184763771,47226.6,27.171875,0.753306497987349,11.17007259919494,27.171875,1310,802,1.249568717653824,34,4.231167337550317
90,47688,45,67,-0.1964285696747449,0.0564516128747723,47688.4,23.069767441860463,0.7172379032258065,9.51480213803451,23.069767441860463,1423,978,1.3190524193548387,12,4.468245967741935
91,48150,58,86,-0.1944444430941358,0.0711111110759945,48150.2,27.0,0.7244444444444444,11.089777777777778,27.0,1467,1043,1.3679012345679011,7,4.601975308641976
92,48612,55,74,-0.147286820563668,0.0589310187030922,48612.0,33.166666666666664,0.730470534490635,13.55885488046292,33.166666666666664,1599,1117,1.4061215166742804,7,4.8414801279122885
93,49073,58,18,0.5263157825484766,0.036556036538453,49073.8,32.484375,0.7128427128427128,13.278887085137086,32.484375,1482,984,1.4213564213564214,2,4.7051467051467055
94,49535,19,25,-0.1363636332644628,0.0455486541971546,49535.6,28.41176470588235,0.7070393374741201,11.64752161734259,28.41176470588235,683,463,1.3426501035196687,3,4.587991718426501
95,49997,50,96,-0.3150684909926816,0.0805739513904117,49997.4,27.454545454545453,0.7262693156732892,11.272325908087495,27.454545454545453,1316,902,1.4403973509933774,6,4.770971302428256
96,50459,33,46,-0.1645569599423169,0.0697263900531982,50459.2,25.177777777777777,0.6707855251544572,10.339425321172897,25.177777777777777,760,542,1.3248014121800529,3,4.438658428949691
97,50921,8,29,-0.567567552227904,0.0476190475577618,50921.0,25.9,0.7361647361647362,10.654465894465892,25.9,572,414,1.435006435006435,1,4.841698841698841
98,51382,27,66,-0.4193548342004856,0.049024775936202,51382.8,37.94,0.7216657880864523,15.46466631523458,37.94,1369,1085,1.4654717975751186,2,4.732735898787559
99,51844,100,33,0.503759394708576,0.0672736469057796,51844.6,28.242857142857144,0.7253414264036419,11.587279427704315,28.242857142857144,1434,1025,1.4405665149215985,0,4.765300961052099
100,52306,32,22,0.18518518175583,0.0338983050634662,52306.4,27.0,0.6961707470182047,11.078468298807282,27.0,1109,780,1.381042059008161,6,4.6440677966101696
101,52768,58,34,0.2608695623818526,0.0809859154216673,52768.2,27.70731707317073,0.75,11.382926829268293,27.70731707317073,852,629,1.6452464788732395,0,5.27112676056338
